Loan,Region,Rating,EAD,LGD
ABC3012,CH,A,45882.47,0.2
ABC3013,CH,BBB,11668.22,0.2
ABC3014,CH,A,210418.36,0.2
ABC3015,CH,BBB,29413.11,0.2
ABC3016,CH,BBB,39370.2,0.2
ABC3017,CH,BB,31037.88,0.2
ABC3018,CH,B,58109.54,0.2
ABC3019,CH,BB,11408.29,0.2
ABC3020,CH,A,103869.8,0.2
ABC3021,CH,BBB,151456.77,0.2
ABC3022,CH,BBB,47244.77,0.2
ABC3023,CH,BBB,108828.72,0.2
ABC3024,CH,AA,147484.7,0.2
ABC3025,CH,A,191927.72,0.2
ABC3026,CH,BB,52571.18,0.2
ABC3027,CH,BBB,114418.82,0.2
ABC3028,CH,A,4033.96,0.2
ABC3029,CH,BBB,136922.08,0.2
ABC3030,CH,BBB,30218.32,0.2
ABC3031,CH,A,181871.5,0.2
ABC3032,CH,A,197607.91,0.2
ABC3033,CH,CCC,110808.66,0.2
ABC3034,CH,AA,11491.24,0.2
ABC3035,CH,BB,8420.68,0.2
ABC3036,CH,BB,271865.07,0.2
ABC3037,CH,A,7038.37,0.2
ABC3038,CH,A,39044.99,0.2
ABC3039,CH,BBB,28525.99,0.2
ABC3040,CH,BBB,370005.58,0.2
ABC3041,CH,BBB,20519.49,0.2
ABC3042,CH,BBB,99532.16,0.2
ABC3043,CH,BB,75066.13,0.2
ABC3044,CH,CCC,406880.44,0.2
ABC3045,CH,A,58002.25,0.2
ABC3046,CH,A,292818.33,0.2
ABC3047,CH,A,110638.64,0.2
ABC3048,CH,BB,85955.27,0.2
ABC3049,CH,A,35239.29,0.2
ABC3050,CH,A,57578.99,0.2
ABC3051,CH,BBB,99386.59,0.2
ABC3052,CH,BBB,94902.82,0.2
ABC3053,CH,A,53054.76,0.2
ABC3054,CH,BB,269090.13,0.2
ABC3055,CH,BBB,204919.76,0.2
ABC3056,CH,B,20978.96,0.2
ABC3057,CH,BBB,266440.98,0.2
ABC3058,CH,CCC,2306.55,0.2
ABC3059,CH,BBB,92391.84,0.2
ABC3060,CH,BB,45759.61,0.2
ABC3061,CH,A,78185.65,0.2
ABC3062,CH,BBB,177122.71,0.2
ABC3063,CH,BBB,125057.08,0.2
ABC3064,CH,BBB,266225.43,0.2
ABC3065,CH,A,129249.75,0.2
ABC3066,CH,BB,29468.67,0.2
ABC3067,CH,BBB,349110.57,0.2
ABC3068,CH,BB,23900.28,0.2
ABC3069,CH,BBB,120065.58,0.2
ABC3070,CH,BBB,12410.9,0.2
ABC3071,CH,BBB,69564.68,0.2
ABC3072,CH,A,188042.14,0.2
ABC3073,CH,BBB,24899.52,0.2
ABC3074,CH,BBB,39210.08,0.2
ABC3075,CH,BBB,13498,0.2
ABC3076,CH,BBB,128929.32,0.2
ABC3077,CH,A,103383.25,0.2
ABC3078,CH,A,119012.74,0.2
ABC3079,CH,A,172078.58,0.2
ABC3080,CH,A,116617.98,0.2
ABC3081,CH,A,287071.08,0.2
ABC3082,CH,BBB,61678.59,0.2
ABC3083,CH,BBB,38628.68,0.2
ABC3084,CH,A,167352.42,0.2
ABC3085,CH,BB,45456.4,0.2
ABC3086,CH,BBB,6373.21,0.2
ABC3087,CH,BBB,13327.15,0.2
ABC3088,CH,A,241148.73,0.2
ABC3089,CH,BBB,89725.08,0.2
ABC3090,CH,A,39793.85,0.2
ABC3091,CH,A,93882.89,0.2
ABC3092,CH,A,161012.59,0.2
ABC3093,CH,BB,205764.69,0.2
ABC3094,CH,AA,144773.57,0.2
ABC3095,CH,BBB,110341.43,0.2
ABC3096,CH,BBB,50090.69,0.2
ABC3097,CH,A,11038.05,0.2
ABC3098,CH,BBB,80662.13,0.2
ABC3099,CH,BBB,106330.81,0.2
ABC3100,CH,BBB,71374.28,0.2
ABC3101,CH,BBB,233692.96,0.2
ABC3102,CH,BBB,33481.44,0.2
ABC3103,CH,BBB,107140.49,0.2
ABC3104,CH,BBB,198064.37,0.2
ABC3105,CH,BB,137517.92,0.2
ABC3106,CH,BBB,32046.49,0.2
ABC3107,CH,BBB,8519.38,0.2
ABC3108,CH,BBB,81931.96,0.2
ABC3109,CH,BB,155255.4,0.2
ABC3110,CH,AA,298150.59,0.2
ABC3111,CH,BBB,1046.3,0.2
ABC3112,CH,BBB,11443.15,0.2
ABC3113,CH,BBB,126981.72,0.2
ABC3114,CH,BBB,66251.3,0.2
ABC3115,CH,BBB,92946.44,0.2
ABC3116,CH,A,16340.17,0.2
ABC3117,CH,A,109017.59,0.2
ABC3118,CH,BBB,7681.68,0.2
ABC3119,CH,BB,36081.16,0.2
ABC3120,CH,BBB,27982.62,0.2
ABC3121,CH,BBB,123491.94,0.2
ABC3122,CH,A,45641.11,0.2
ABC3123,CH,BB,78121.71,0.2
ABC3124,CH,BB,25547.04,0.2
ABC3125,CH,BB,228045.39,0.2
ABC3126,CH,A,78840.25,0.2
ABC3127,CH,BBB,32996.92,0.2
ABC3128,CH,BB,184682.22,0.2
ABC3129,CH,A,263003.77,0.2
ABC3130,CH,BB,127004.46,0.2
ABC3131,CH,BBB,94551.54,0.2
ABC3132,CH,BBB,388255.23,0.2
ABC3133,CH,B,110746.86,0.2
ABC3134,CH,BBB,118820.47,0.2
ABC3135,CH,BBB,146868.1,0.2
ABC3136,CH,BBB,40990.33,0.2
ABC3137,CH,A,68759.15,0.2
ABC3138,CH,BBB,147104.38,0.2
ABC3139,CH,BBB,111672.52,0.2
ABC3140,CH,A,34215.31,0.2
ABC3141,CH,BB,197133.12,0.2
ABC3142,CH,BBB,153323.32,0.2
ABC3143,CH,A,2205.01,0.2
ABC3144,CH,BBB,78388.16,0.2
ABC3145,CH,BB,26582.58,0.2
ABC3146,CH,BB,2485.38,0.2
ABC3147,CH,BB,70725.62,0.2
ABC3148,CH,A,17303.79,0.2
ABC3149,CH,BBB,8224.94,0.2
ABC3150,CH,BB,36762.21,0.2
ABC3151,CH,BB,148554.04,0.2
ABC3152,CH,BBB,16791.24,0.2
ABC3153,CH,BB,62435.41,0.2
ABC3154,CH,B,104045.83,0.2
ABC3155,CH,B,92238.76,0.2
ABC3156,CH,BB,34278.17,0.2
ABC3157,CH,BBB,13127.63,0.2
ABC3158,CH,BBB,596470.65,0.2
ABC3159,CH,A,108323.9,0.2
ABC3160,CH,AA,9080.47,0.2
ABC3161,CH,A,49054.11,0.2
ABC3162,CH,A,108839.72,0.2
ABC3163,CH,BB,1229.51,0.2
ABC3164,CH,A,68176.08,0.2
ABC3165,CH,BBB,95581.95,0.2
ABC3166,CH,B,90230.57,0.2
ABC3167,CH,BBB,229149.66,0.2
ABC3168,CH,BB,38235.6,0.2
ABC3169,CH,BBB,139875.13,0.2
ABC3170,CH,BBB,103619.43,0.2
ABC3171,CH,AA,159120.3,0.2
ABC3172,CH,BBB,49509.01,0.2
ABC3173,CH,BBB,103066.26,0.2
ABC3174,CH,BBB,33471.55,0.2
ABC3175,CH,BBB,73819.55,0.2
ABC3176,CH,BBB,43323.48,0.2
ABC3177,CH,BBB,31662.21,0.2
ABC3178,CH,A,46376.54,0.2
ABC3179,CH,BBB,435505.13,0.2
ABC3180,CH,A,8871.83,0.2
ABC3181,CH,BBB,70274.43,0.2
ABC3182,CH,BB,6400.02,0.2
ABC3183,CH,BBB,84011.02,0.2
ABC3184,CH,BB,23469.06,0.2
ABC3185,CH,AA,36749.74,0.2
ABC3186,CH,BBB,70944.75,0.2
ABC3187,CH,BBB,116147.36,0.2
ABC3188,CH,BB,14811.61,0.2
ABC3189,CH,BBB,93550.01,0.2
ABC3190,CH,BBB,25552.86,0.2
ABC3191,CH,A,1561.86,0.2
ABC3192,CH,BB,45586.24,0.2
ABC3193,CH,BB,81804.54,0.2
ABC3194,CH,BB,45800.8,0.2
ABC3195,CH,BBB,41788.34,0.2
ABC3196,CH,A,28359.68,0.2
ABC3197,CH,A,68949.24,0.2
ABC3198,CH,A,192437.7,0.2
ABC3199,CH,BBB,53356.81,0.2
ABC3200,CH,BBB,32731.69,0.2
ABC3201,CH,BB,187525.71,0.2
ABC3202,CH,BBB,64370.03,0.2
ABC3203,CH,BB,33439.2,0.2
ABC3204,CH,A,12748.98,0.2
ABC3205,CH,BBB,61069.88,0.2
ABC3206,CH,CCC,202215.06,0.2
ABC3207,CH,A,155281.78,0.2
ABC3208,CH,BBB,14584.66,0.2
ABC3209,CH,BB,10082.24,0.2
ABC3210,CH,BBB,21582.16,0.2
ABC3211,CH,BB,66084,0.2
ABC3212,CH,B,52230.95,0.2
ABC3213,CH,B,140105.4,0.2
ABC3214,CH,CCC,420363.01,0.2
ABC3215,CH,A,217254.14,0.2
ABC3216,CH,A,6754.8,0.2
ABC3217,CH,BBB,199720.61,0.2
ABC3218,CH,A,162051.7,0.2
ABC3219,CH,BBB,13709.11,0.2
ABC3220,CH,B,3665.16,0.2
ABC3221,CH,BBB,140832.22,0.2
ABC3222,CH,BBB,94919.61,0.2
ABC3223,CH,BB,182395.48,0.2
ABC3224,CH,AA,371244.71,0.2
ABC3225,CH,AA,14921.58,0.2
ABC3226,CH,A,44233.75,0.2
ABC3227,CH,BBB,181762.05,0.2
ABC3228,CH,B,346103.31,0.2
ABC3229,CH,BBB,166124.28,0.2
ABC3230,CH,BBB,535618.59,0.2
ABC3231,CH,BBB,59956.83,0.2
ABC3232,CH,A,15270.84,0.2
ABC3233,CH,BBB,41186.09,0.2
ABC3234,CH,A,193277.31,0.2
ABC3235,CH,BBB,16517.62,0.2
ABC3236,CH,BBB,62343.44,0.2
ABC3237,CH,BBB,85771.58,0.2
ABC3238,CH,A,35301.95,0.2
ABC3239,CH,BBB,128142.76,0.2
ABC3240,CH,BB,187125.91,0.2
ABC3241,CH,BBB,99246.68,0.2
ABC3242,CH,A,59463.51,0.2
ABC3243,CH,BBB,64627.83,0.2
ABC3244,CH,BB,11246.2,0.2
ABC3245,CH,BBB,52822.12,0.2
ABC3246,CH,CCC,82378.15,0.2
ABC3247,CH,A,118910.29,0.2
ABC3248,CH,BB,44818.81,0.2
ABC3249,CH,BBB,230031.76,0.2
ABC3250,CH,BBB,238636,0.2
ABC3251,CH,BBB,57754.45,0.2
ABC3252,CH,B,16226.61,0.2
ABC3253,CH,AA,27114.28,0.2
ABC3254,CH,BB,189119.51,0.2
ABC3255,CH,BBB,51571.75,0.2
ABC3256,CH,BBB,142339.76,0.2
ABC3257,CH,BB,70896.32,0.2
ABC3258,CH,A,36942.08,0.2
ABC3259,CH,A,367327.48,0.2
ABC3260,CH,BB,16148.47,0.2
ABC3261,CH,BB,21066.33,0.2
ABC3262,CH,BBB,8937.84,0.2
ABC3263,CH,BB,22438.35,0.2
ABC3264,CH,BBB,138034.19,0.2
ABC3265,CH,A,20936.14,0.2
ABC3266,CH,A,12122.84,0.2
ABC3267,CH,AA,541092.13,0.2
ABC3268,CH,BBB,24581.17,0.2
ABC3269,CH,BBB,110572.65,0.2
ABC3270,CH,BB,65276.91,0.2
ABC3271,CH,BBB,98380.97,0.2
ABC3272,CH,BB,22441.16,0.2
ABC3273,CH,AA,49166.59,0.2
ABC3274,CH,BBB,18007.14,0.2
ABC3275,CH,BBB,25914.05,0.2
ABC3276,CH,BB,76452.88,0.2
ABC3277,CH,CCC,310077.71,0.2
ABC3278,CH,CCC,7426.76,0.2
ABC3279,CH,BB,20778.81,0.2
ABC3280,CH,B,80123.81,0.2
ABC3281,CH,A,67973.23,0.2
ABC3282,CH,BB,145433.33,0.2
ABC3283,CH,BB,15994.05,0.2
ABC3284,CH,BBB,26936.72,0.2
ABC3285,CH,BB,20620.11,0.2
ABC3286,CH,BB,13590.73,0.2
ABC3287,CH,BBB,132530.38,0.2
ABC3288,CH,BB,9375.61,0.2
ABC3289,CH,BB,131267.14,0.2
ABC3290,CH,BBB,165964.8,0.2
ABC3291,CH,CCC,150414.76,0.2
ABC3292,CH,A,237429.49,0.2
ABC3293,CH,BB,130922.63,0.2
ABC3294,CH,BB,70661.26,0.2
ABC3295,CH,A,46835.74,0.2
ABC3296,CH,BB,120240.81,0.2
ABC3297,CH,A,88335.24,0.2
ABC3298,CH,A,259501.01,0.2
ABC3299,CH,A,5896.22,0.2
ABC3300,CH,A,133147.36,0.2
ABC3301,CH,BB,15169.1,0.2
ABC3302,CH,A,77361.08,0.2
ABC3303,CH,BB,108839.39,0.2
ABC3304,CH,BBB,11796.93,0.2
ABC3305,CH,BB,10499.96,0.2
ABC3306,CH,BBB,112786.13,0.2
ABC3307,CH,BBB,111873,0.2
ABC3308,CH,BBB,529239.71,0.2
ABC3309,CH,BBB,144467.33,0.2
ABC3310,CH,BBB,42610.28,0.2
ABC3311,CH,A,98686.08,0.2
ABC3312,CH,BB,493992.11,0.2
ABC3313,CH,BB,49181.85,0.2
ABC3314,CH,BBB,76920.24,0.2
ABC3315,CH,BB,110945.51,0.2
ABC3316,CH,BBB,114285.94,0.2
ABC3317,CH,B,29586.23,0.2
ABC3318,CH,A,24849.36,0.2
ABC3319,CH,BB,286184.65,0.2
ABC3320,CH,BB,31627.57,0.2
ABC3321,CH,AA,29744.79,0.2
ABC3322,CH,BBB,47252.31,0.2
ABC3323,CH,A,119753.36,0.2
ABC3324,CH,BBB,33946.63,0.2
ABC3325,CH,BBB,666.18,0.2
ABC3326,CH,BBB,15053.71,0.2
ABC3327,CH,BB,65829.25,0.2
ABC3328,CH,BBB,46928.87,0.2
ABC3329,CH,BBB,92820.36,0.2
ABC3330,CH,BB,29780.88,0.2
ABC3331,CH,B,69180.99,0.2
ABC3332,CH,BBB,146102.79,0.2
ABC3333,CH,BB,12702.67,0.2
ABC3334,CH,A,204385.62,0.2
ABC3335,CH,BBB,43632.32,0.2
ABC3336,CH,BBB,67758.69,0.2
ABC3337,CH,BB,168442.04,0.2
ABC3338,CH,BBB,58826.55,0.2
ABC3339,CH,BB,28341.93,0.2
ABC3340,CH,A,33524.98,0.2
ABC3341,CH,BB,84465.65,0.2
ABC3342,CH,BBB,333376.73,0.2
ABC3343,CH,BBB,5814.63,0.2
ABC3344,CH,BBB,132262.65,0.2
ABC3345,CH,BB,132680.36,0.2
ABC3346,CH,A,42401.06,0.2
ABC3347,CH,BB,82925.95,0.2
ABC3348,CH,BB,170774.4,0.2
ABC3349,CH,A,18494.75,0.2
ABC3350,CH,BBB,265433.08,0.2
ABC3351,CH,BBB,37972.18,0.2
ABC3352,CH,BB,215178.77,0.2
ABC3353,CH,BBB,125103.01,0.2
ABC3354,CH,A,75789.31,0.2
ABC3355,CH,BBB,145104.56,0.2
ABC3356,CH,BB,48725.99,0.2
ABC3357,CH,BBB,17910.39,0.2
ABC3358,CH,B,78596.68,0.2
ABC3359,CH,BBB,163487.97,0.2
ABC3360,CH,BB,136623.95,0.2
ABC3361,CH,BB,224426.44,0.2
ABC3362,CH,A,125841.11,0.2
ABC3363,CH,BBB,18039.31,0.2
ABC3364,CH,BB,80729.52,0.2
ABC3365,CH,BBB,53943.06,0.2
ABC3366,CH,B,32485.31,0.2
ABC3367,CH,A,82099.15,0.2
ABC3368,CH,B,25648.5,0.2
ABC3369,CH,BBB,9847.81,0.2
ABC3370,CH,BBB,90466.51,0.2
ABC3371,CH,BBB,179909.29,0.2
ABC3372,CH,BBB,78141.87,0.2
ABC3373,CH,BBB,27421.9,0.2
ABC3374,CH,BB,333229.04,0.2
ABC3375,CH,BBB,37913.24,0.2
ABC3376,CH,CCC,102844.79,0.2
ABC3377,CH,BB,123845.15,0.2
ABC3378,CH,BBB,32470.5,0.2
ABC3379,CH,BB,60866.23,0.2
ABC3380,CH,A,54280.1,0.2
ABC3381,CH,BBB,89973.59,0.2
ABC3382,CH,BB,88772.09,0.2
ABC3383,CH,A,4736.25,0.2
ABC3384,CH,BBB,27896.51,0.2
ABC3385,CH,CCC,99367.81,0.2
ABC3386,CH,BBB,27813.14,0.2
ABC3387,CH,BBB,39995.11,0.2
ABC3388,CH,BBB,17103.95,0.2
ABC3389,CH,AA,120834.8,0.2
ABC3390,CH,BB,155495.06,0.2
ABC3391,CH,BBB,286358.91,0.2
ABC3392,CH,BB,288766.76,0.2
ABC3393,CH,CCC,68844.27,0.2
ABC3394,CH,A,250061.93,0.2
ABC3395,CH,BBB,223988.27,0.2
ABC3396,CH,BBB,97669.99,0.2
ABC3397,CH,BBB,133895.62,0.2
ABC3398,CH,BBB,24786.7,0.2
ABC3399,CH,A,71827.58,0.2
ABC3400,CH,A,29674.76,0.2
ABC3401,CH,BBB,12435.37,0.2
ABC3402,CH,BBB,101867.76,0.2
ABC3403,CH,BBB,28098.91,0.2
ABC3404,CH,BBB,48973.26,0.2
ABC3405,CH,BB,52298.51,0.2
ABC3406,CH,BB,34775.25,0.2
ABC3407,CH,BB,60396.69,0.2
ABC3408,CH,BBB,227009.46,0.2
ABC3409,CH,BBB,11318.18,0.2
ABC3410,CH,BB,43589.99,0.2
ABC3411,CH,BBB,132804.39,0.2
ABC3412,CH,BB,43920.87,0.2
ABC3413,CH,BBB,60787.8,0.2
ABC3414,CH,A,25341.93,0.2
ABC3415,CH,A,409820.32,0.2
ABC3416,CH,BBB,246988.25,0.2
ABC3417,CH,B,8414.6,0.2
ABC3418,CH,A,48805.74,0.2
ABC3419,CH,A,102360.89,0.2
ABC3420,CH,BB,157787.2,0.2
ABC3421,CH,BB,24108.2,0.2
ABC3422,CH,AA,11751.42,0.2
ABC3423,CH,BB,72234.31,0.2
ABC3424,CH,AA,182446.73,0.2
ABC3425,CH,BBB,170258.31,0.2
ABC3426,CH,BB,186619.07,0.2
ABC3427,CH,BBB,62614.27,0.2
ABC3428,CH,A,157923.97,0.2
ABC3429,CH,BBB,1819.27,0.2
ABC3430,CH,BBB,39983.46,0.2
ABC3431,CH,BBB,255983.64,0.2
ABC3432,CH,A,116166.37,0.2
ABC3433,CH,BBB,199634.9,0.2
ABC3434,CH,BB,14234.91,0.2
ABC3435,CH,AA,105571.7,0.2
ABC3436,CH,BBB,74568.43,0.2
ABC3437,CH,BB,68051.24,0.2
ABC3438,CH,B,18269.09,0.2
ABC3439,CH,A,124304.24,0.2
ABC3440,CH,BBB,192453.59,0.2
ABC3441,CH,BBB,108446.14,0.2
ABC3442,CH,A,229930.38,0.2
ABC3443,CH,BBB,26102.32,0.2
ABC3444,CH,BB,30290.09,0.2
ABC3445,CH,BB,9689.81,0.2
ABC3446,CH,BB,142390.33,0.2
ABC3447,CH,BBB,186608.33,0.2
ABC3448,CH,BBB,52462.87,0.2
ABC3449,CH,BBB,48359.79,0.2
ABC3450,CH,BBB,52388.88,0.2
ABC3451,CH,BB,118938.88,0.2
ABC3452,CH,BBB,20301.21,0.2
ABC3453,CH,B,162135.86,0.2
ABC3454,CH,BBB,94705.77,0.2
ABC3455,CH,AA,49625.33,0.2
ABC3456,CH,BB,27834.21,0.2
ABC3457,CH,A,216.09,0.2
ABC3458,CH,BBB,78818.02,0.2
ABC3459,CH,A,54280.41,0.2
ABC3460,CH,BBB,64436.69,0.2
ABC3461,CH,A,52670.94,0.2
ABC3462,CH,BBB,45916.86,0.2
ABC3463,CH,A,75686.71,0.2
ABC3464,CH,BBB,21183.73,0.2
ABC3465,CH,BB,512162.18,0.2
ABC3466,CH,A,24991.61,0.2
ABC3467,CH,BBB,216038.01,0.2
ABC3468,CH,BBB,148162.26,0.2
ABC3469,CH,A,215992.55,0.2
ABC3470,CH,A,384129.86,0.2
ABC3471,CH,A,18231.67,0.2
ABC3472,CH,BB,44972.18,0.2
ABC3473,CH,A,220098.82,0.2
ABC3474,CH,BBB,378310.56,0.2
ABC3475,CH,BB,596888.9,0.2
ABC3476,CH,B,128831.62,0.2
ABC3477,CH,BBB,13013.92,0.2
ABC3478,CH,BBB,27975.52,0.2
ABC3479,CH,BBB,135275.48,0.2
ABC3480,CH,BBB,29347.35,0.2
ABC3481,CH,BBB,35328.32,0.2
ABC3482,CH,BB,8368.99,0.2
ABC3483,CH,A,36699.32,0.2
ABC3484,CH,A,320342.48,0.2
ABC3485,CH,A,147628.51,0.2
ABC3486,CH,BB,472481.16,0.2
ABC3487,CH,BBB,141588.17,0.2
ABC3488,CH,BBB,57185.22,0.2
ABC3489,CH,A,72615.77,0.2
ABC3490,CH,A,10668.36,0.2
ABC3491,CH,BBB,119207.48,0.2
ABC3492,CH,A,22466.69,0.2
ABC3493,CH,BBB,37564.2,0.2
ABC3494,CH,BB,49793.52,0.2
ABC3495,CH,BBB,33322.19,0.2
ABC3496,CH,A,19625.81,0.2
ABC3497,CH,BBB,164157.34,0.2
ABC3498,CH,BB,69181.79,0.2
ABC3499,CH,BB,57375.41,0.2
ABC3500,CH,BBB,15259.3,0.2
ABC3501,CH,AA,111545.81,0.2
ABC3502,CH,B,101236.17,0.2
ABC3503,CH,BB,21854.68,0.2
ABC3504,CH,A,45276.25,0.2
ABC3505,CH,CCC,15500.77,0.2
ABC3506,CH,BB,51267.3,0.2
ABC3507,CH,BBB,21186.63,0.2
ABC3508,CH,BBB,148798.28,0.2
ABC3509,CH,BB,122950.57,0.2
ABC3510,CH,BB,105239.46,0.2
ABC3511,CH,BBB,187817.87,0.2
ABC3512,CH,BBB,117461.44,0.2
ABC3513,CH,BBB,105346.46,0.2
ABC3514,CH,A,51107.98,0.2
ABC3515,CH,BBB,67071.33,0.2
ABC3516,CH,AA,96489.74,0.2
ABC3517,CH,BBB,167486.53,0.2
ABC3518,CH,A,28634.55,0.2
ABC3519,CH,A,468374.08,0.2
ABC3520,CH,BBB,439473.36,0.2
ABC3521,CH,BBB,103774.46,0.2
ABC3522,CH,BBB,26835.43,0.2
ABC3523,CH,A,13554.38,0.2
ABC3524,CH,CCC,89334.56,0.2
ABC3525,CH,A,101615.39,0.2
ABC3526,CH,BB,26418.94,0.2
ABC3527,CH,BBB,170401.97,0.2
ABC3528,CH,BB,79284.03,0.2
ABC3529,CH,A,60855.62,0.2
ABC3530,CH,A,32311.9,0.2
ABC3531,CH,AA,76065,0.2
ABC3532,CH,BBB,71409.9,0.2
ABC3533,CH,BBB,202733.73,0.2
ABC3534,CH,BB,88143.5,0.2
ABC3535,CH,A,2780.39,0.2
ABC3536,CH,BBB,151709.84,0.2
ABC3537,CH,BB,28789.82,0.2
ABC3538,CH,BBB,37899.1,0.2
ABC3539,CH,BBB,127706.49,0.2
ABC3540,CH,BBB,158790.23,0.2
ABC3541,CH,BB,42598.52,0.2
ABC3542,CH,BB,49392.67,0.2
ABC3543,CH,B,10706.25,0.2
ABC3544,CH,BB,85158.88,0.2
ABC3545,CH,BBB,123954.02,0.2
ABC3546,CH,A,23665.18,0.2
ABC3547,CH,BBB,21780.18,0.2
ABC3548,CH,BBB,129007.95,0.2
ABC3549,CH,BBB,58174.11,0.2
ABC3550,CH,BB,29006.98,0.2
ABC3551,CH,BBB,7512.63,0.2
ABC3552,CH,BBB,186221.13,0.2
ABC3553,CH,A,65054.33,0.2
ABC3554,CH,BBB,38852.42,0.2
ABC3555,CH,BBB,199984.68,0.2
ABC3556,CH,BBB,40.37,0.2
ABC3557,CH,A,49655.19,0.2
ABC3558,CH,BBB,19617.23,0.2
ABC3559,CH,CCC,58732.44,0.2
ABC3560,CH,BBB,30711.14,0.2
ABC3561,CH,BBB,107459.38,0.2
ABC3562,CH,BB,35662.51,0.2
ABC3563,CH,A,39111.3,0.2
ABC3564,CH,BBB,47442.29,0.2
ABC3565,CH,BB,82975.36,0.2
ABC3566,CH,BBB,506229.91,0.2
ABC3567,CH,BBB,115649.73,0.2
ABC3568,CH,BBB,107488.2,0.2
ABC3569,CH,BB,170606.17,0.2
ABC3570,CH,A,525645.67,0.2
ABC3571,CH,BBB,152720,0.2
ABC3572,CH,BBB,28547.32,0.2
ABC3573,CH,AA,13652.26,0.2
ABC3574,CH,BBB,23187.32,0.2
ABC3575,CH,B,9684.15,0.2
ABC3576,CH,BBB,75457.33,0.2
ABC3577,CH,A,60374.54,0.2
ABC3578,CH,BBB,122295.68,0.2
ABC3579,CH,BBB,40917.84,0.2
ABC3580,CH,B,7756.79,0.2
ABC3581,CH,BBB,28841.46,0.2
ABC3582,CH,BB,173296.9,0.2
ABC3583,CH,BBB,218606.97,0.2
ABC3584,CH,A,143833.25,0.2
ABC3585,CH,BBB,14880.69,0.2
ABC3586,CH,BBB,33964.14,0.2
ABC3587,CH,A,65514.51,0.2
ABC3588,CH,BBB,116397.35,0.2
ABC3589,CH,A,61120.09,0.2
ABC3590,CH,BBB,10004.18,0.2
ABC3591,CH,BB,64033.39,0.2
ABC3592,CH,A,25273.26,0.2
ABC3593,CH,A,44839.24,0.2
ABC3594,CH,B,207013.14,0.2
ABC3595,CH,BB,41607.85,0.2
ABC3596,CH,A,149467.78,0.2
ABC3597,CH,BB,249033.83,0.2
ABC3598,CH,A,19613.97,0.2
ABC3599,CH,BBB,17705.73,0.2
ABC3600,CH,BB,17072.97,0.2
ABC3601,CH,A,78290.98,0.2
ABC3602,CH,BBB,185749.51,0.2
ABC3603,CH,BBB,220247.34,0.2
ABC3604,CH,B,36904.65,0.2
ABC3605,CH,A,261353.93,0.2
ABC3606,CH,A,76384.08,0.2
ABC3607,CH,BB,203222.35,0.2
ABC3608,CH,BBB,277711.16,0.2
ABC3609,CH,BBB,14656.83,0.2
ABC3610,CH,BBB,801421.55,0.2
ABC3611,CH,BBB,51666.7,0.2
ABC3612,CH,BB,187930.8,0.2
ABC3613,CH,B,95251.54,0.2
ABC3614,CH,BBB,31708.03,0.2
ABC3615,CH,B,112284.22,0.2
ABC3616,CH,BBB,19848.99,0.2
ABC3617,CH,BBB,95294.55,0.2
ABC3618,CH,A,61918.53,0.2
ABC3619,CH,BBB,35401.7,0.2
ABC3620,CH,BBB,229171.51,0.2
ABC3621,CH,BBB,132853.38,0.2
ABC3622,CH,BB,55350.12,0.2
ABC3623,CH,BB,142965.42,0.2
ABC3624,CH,A,19869.89,0.2
ABC3625,CH,BB,83207.1,0.2
ABC3626,CH,BB,238291.52,0.2
ABC3627,CH,AA,36905.07,0.2
ABC3628,CH,BB,5610.16,0.2
ABC3629,CH,BBB,83031.26,0.2
ABC3630,CH,BBB,24212.61,0.2
ABC3631,CH,BBB,384423.68,0.2
ABC3632,CH,BBB,11372.5,0.2
ABC3633,CH,BBB,118176.16,0.2
ABC3634,CH,BBB,64110.58,0.2
ABC3635,CH,B,107564.36,0.2
ABC3636,CH,A,45324.12,0.2
ABC3637,CH,BBB,100404.18,0.2
ABC3638,CH,A,127017.97,0.2
ABC3639,CH,A,98037.68,0.2
ABC3640,CH,BBB,12015.66,0.2
ABC3641,CH,CCC,32997.68,0.2
ABC3642,CH,BB,6051.14,0.2
ABC3643,CH,BB,149390.15,0.2
ABC3644,CH,A,25024.38,0.2
ABC3645,CH,BBB,85864.31,0.2
ABC3646,CH,BBB,61447.76,0.2
ABC3647,CH,BBB,105239.84,0.2
ABC3648,CH,BBB,108796.94,0.2
ABC3649,CH,BBB,50748.38,0.2
ABC3650,CH,BBB,83723.58,0.2
ABC3651,CH,BBB,338050.19,0.2
ABC3652,CH,BBB,50512.34,0.2
ABC3653,CH,A,230179.42,0.2
ABC3654,CH,B,14529.87,0.2
ABC3655,CH,BBB,15033.08,0.2
ABC3656,CH,BBB,59423.69,0.2
ABC3657,CH,B,19628.7,0.2
ABC3658,CH,BBB,431107.36,0.2
ABC3659,CH,BBB,193172.51,0.2
ABC3660,CH,BB,79618.83,0.2
ABC3661,CH,BBB,107318.55,0.2
ABC3662,CH,A,40279.1,0.2
ABC3663,CH,BBB,189891.2,0.2
ABC3664,CH,BBB,42082.63,0.2
ABC3665,CH,BBB,3179.4,0.2
ABC3666,CH,BBB,18297.05,0.2
ABC3667,CH,BB,12347.88,0.2
ABC3668,CH,BBB,65991.4,0.2
ABC3669,CH,BBB,57159.59,0.2
ABC3670,CH,A,164621.81,0.2
